file_name,Q_port1,Q_port2,coupling_coefficient,bandwidth_13_Hz,bandwidth_23_Hz,group_delay_13_s,group_delay_23_s,min_insertion_loss_13_dB,min_insertion_loss_23_dB
device_0101__Sparams.csv,378.24370013073496,294.0392006554257,-0.2481285618184132,80000000000.0,100000000000.0,4.415968374361171e-12,3.2458833626490066e-12,-7.21347695563332,-4.146580597730322
device_0102__Sparams.csv,439.35059523668133,293.3272701184558,-0.2707838622867998,70000000000.0,90000000000.0,4.7117804109178206e-12,3.562870286373622e-12,-8.388065692374457,-4.843753055896371
device_0103__Sparams.csv,477.20532580971934,330.86849245795975,0.09325007713541664,100000000000.0,70000000000.0,7.238097112371725e-12,1.9512928494016522e-12,-9.743982403549218,-12.948433143491352
device_0104__Sparams.csv,530.4755240222848,349.11929442228404,0.043134145926683076,100000000000.0,80000000000.0,6.265777438455336e-12,3.326261430235717e-12,-9.732211677270504,-9.726737197998581
device_0105__Sparams.csv,366.18486713669864,333.64591317018824,-0.4173620609089072,90000000000.0,100000000000.0,4.059736963858738e-12,2.9822268809565358e-12,-7.0132266395436105,-3.5218251767706805
device_0106__Sparams.csv,519.1350761311388,333.48721863324727,0.10928994803135476,100000000000.0,80000000000.0,6.539307980907186e-12,3.2799103514082904e-12,-10.496682929342766,-9.279460720291803
device_0107__Sparams.csv,478.97453083825724,263.90748453299693,-0.16714363708841679,20000000000.0,100000000000.0,4.935916609097971e-12,3.0595605061788144e-12,-11.108349456315178,-3.5892413408682455
device_0108__Sparams.csv,470.82013611535297,345.28857042175554,0.11035236426767278,100000000000.0,70000000000.0,7.227919867037721e-12,2.1599876986868583e-12,-8.222815048494716,-11.95156748776206
device_0109__Sparams.csv,497.7896770180792,399.7468252162056,-1.0,90000000000.0,100000000000.0,2.8662168626863177e-12,2.1185817192606245e-12,-6.540502721184495,-3.5218251767706805
device_0110__Sparams.csv,517.4247447852008,422.8074552572733,-0.8,90000000000.0,100000000000.0,3.1615269004115696e-12,2.3869656226444814e-12,-6.773249875817788,-3.5218251767706805
device_0111__Sparams.csv,431.4324679330325,287.95614627995997,-0.3001615398698212,30000000000.0,90000000000.0,4.150444825202555e-12,2.5444630364008777e-12,-12.256395390750725,-3.5218251767706805
device_0112__Sparams.csv,413.1136557816576,384.588056561769,-0.6000775888592726,100000000000.0,100000000000.0,3.3029868223836306e-12,2.1712744949952775e-12,-5.6914590626557935,-3.5218251767706805
device_0113__Sparams.csv,437.00051446068875,309.934958166599,-0.2843894797750865,30000000000.0,100000000000.0,4.0961366390079265e-12,2.470098857670806e-12,-11.7181635672887,-3.5218251767706805
device_0114__Sparams.csv,399.1318651340804,275.21937280278195,-0.27918263586084363,40000000000.0,100000000000.0,4.6016377009487544e-12,2.4756035675897587e-12,-9.620545617983954,-3.5218251767706805
device_0115__Sparams.csv,494.18951338881925,252.79330744182283,-0.19856870938150753,20000000000.0,90000000000.0,4.7521497903787836e-12,3.152236645759157e-12,-12.98426174401176,-3.5218251767706805
device_0116__Sparams.csv,511.7416217193684,269.1532234955992,0.026568167607322325,20000000000.0,90000000000.0,5.216900460078334e-12,3.282511485315222e-12,-11.42644169032234,-4.267113631013796
device_0117__Sparams.csv,469.19054520154816,393.4397928947207,-1.0,100000000000.0,100000000000.0,2.811487729296137e-12,1.9910554126506914e-12,-5.938123730437356,-3.5218251767706805
device_0118__Sparams.csv,425.3523211084839,258.11276311769535,-0.10224199264279506,40000000000.0,100000000000.0,4.7639185081477695e-12,2.605815295344068e-12,-9.403500194426496,-3.5218251767706805
device_0119__Sparams.csv,410.58877163866913,300.1698685027543,-0.2769341562545119,40000000000.0,100000000000.0,4.396766353063897e-12,2.434906213164138e-12,-9.734491067235645,-3.5218251767706805
device_0120__Sparams.csv,483.09066200316545,262.430889584117,0.07446894741102221,30000000000.0,90000000000.0,5.7705567995302735e-12,3.2066866680785917e-12,-9.367043351873264,-6.015589635018314
device_0121__Sparams.csv,466.8900698785983,342.78187212000984,0.12331044153255957,100000000000.0,70000000000.0,7.061105393210048e-12,2.472850777202918e-12,-7.715035239748999,-11.34945344636928
device_0122__Sparams.csv,423.46945122538455,318.6815880695357,-0.2762335927853746,30000000000.0,100000000000.0,4.119041548843722e-12,2.3862568747109607e-12,-10.784724553223272,-3.5218251767706805
device_0123__Sparams.csv,411.9487612019152,304.247074514801,-0.20287603743736451,70000000000.0,100000000000.0,4.211987877487807e-12,3.2741136065606168e-12,-6.92129396355278,-3.5218251767706805
device_0124__Sparams.csv,571.8417107097604,366.51893962379364,0.03302046057882395,100000000000.0,80000000000.0,6.009859466615886e-12,3.581134495961042e-12,-11.32665813734877,-8.195200194190006
device_0125__Sparams.csv,430.8953105308069,282.22127300051966,-0.2,70000000000.0,100000000000.0,4.358255574344719e-12,3.422943888467895e-12,-6.940427717896402,-3.5498825551683284
device_0126__Sparams.csv,449.9841833892222,369.39113081680716,-0.6,70000000000.0,100000000000.0,3.463297652122837e-12,2.666959086262727e-12,-7.505505278956129,-3.5218251767706805
device_0127__Sparams.csv,426.2396230997861,305.504869530335,-0.47237732959513473,60000000000.0,100000000000.0,4.144891314446155e-12,3.2209103984463348e-12,-9.548568676961674,-3.5218251767706805
device_0128__Sparams.csv,567.9201496105287,347.14094863840853,0.004056762345400322,20000000000.0,70000000000.0,5.942203735968899e-12,3.832819654461187e-12,-13.282423482387957,-7.461686914064125
device_0129__Sparams.csv,471.59215297583387,252.28117611101766,-0.15174980455720738,30000000000.0,100000000000.0,5.137645860020658e-12,2.9607313043740087e-12,-10.985311633373499,-3.5239839841442473
device_0130__Sparams.csv,414.5005065535142,246.15840375168733,-0.21451382612667036,60000000000.0,100000000000.0,4.746760008024657e-12,3.686322210586305e-12,-8.050826421974254,-4.303638415191681
device_0131__Sparams.csv,570.5767287114277,349.56620782178805,-0.008241990928487253,20000000000.0,70000000000.0,5.978552216867037e-12,3.845877338559121e-12,-13.507219784032907,-8.095904847214157
device_0132__Sparams.csv,457.63739309261405,400.57882652353584,-1.0,100000000000.0,100000000000.0,2.9239767251969356e-12,1.985093020828727e-12,-5.003968724006591,-3.5218251767706805
device_0133__Sparams.csv,421.8269661696256,326.55395174567843,-0.4380199095396975,60000000000.0,100000000000.0,4.015748535284955e-12,3.1544723888258422e-12,-8.608724048025273,-3.5218251767706805
device_0134__Sparams.csv,435.6649464301138,407.95424446448527,-0.8,100000000000.0,100000000000.0,3.147277556281365e-12,2.1117118604209118e-12,-5.231577285534234,-3.5218251767706805
device_0135__Sparams.csv,408.7201224958526,336.1703430325148,-0.6,70000000000.0,100000000000.0,3.5570134850629757e-12,2.7186085692237657e-12,-7.605197312232628,-3.5218251767706805
device_0136__Sparams.csv,472.0613758267674,244.76844592595296,-0.15386875388541082,30000000000.0,90000000000.0,4.658758561969804e-12,2.8495956523430713e-12,-12.260961056361042,-3.5218251767706805
device_0137__Sparams.csv,458.95363920867214,290.38670295695385,-0.26787800324019073,50000000000.0,100000000000.0,4.171327097343902e-12,3.3653430663003396e-12,-9.569168044729913,-3.5218251767706805
device_0138__Sparams.csv,367.6479293587799,342.24303677196815,-0.6,100000000000.0,100000000000.0,3.6616237980205145e-12,2.4787545940991475e-12,-5.747753878319017,-3.5218251767706805
device_0139__Sparams.csv,433.46386989498956,292.22429309059623,-0.10731061178800402,30000000000.0,90000000000.0,4.3137742887957604e-12,2.5316992620433004e-12,-11.728035070219002,-3.5218251767706805
device_0140__Sparams.csv,434.8084535850811,270.20396431290726,-0.248804665875955,60000000000.0,100000000000.0,4.714467683081841e-12,3.6444318047738345e-12,-8.515676193629238,-4.273067995495148
device_0141__Sparams.csv,417.38302893660466,296.4443818843935,-0.28610137092501575,30000000000.0,100000000000.0,4.2628357765401655e-12,2.457388464632059e-12,-11.072279041348336,-3.5218251767706805
device_0142__Sparams.csv,461.81704304972425,245.05840357375322,-0.1529460849672532,30000000000.0,100000000000.0,4.711259607501498e-12,2.723240681150893e-12,-11.316265159810051,-3.5218251767706805
device_0143__Sparams.csv,525.725011658045,348.3649972836225,0.0415388389037671,100000000000.0,80000000000.0,6.414230501849e-12,3.374972780296178e-12,-10.101940230411977,-10.108428567886671
device_0144__Sparams.csv,557.8821219433836,349.19700041325063,-0.019508694312637152,20000000000.0,80000000000.0,6.051655882752932e-12,3.659225823122615e-12,-12.012031192891321,-8.587504183184313
device_0145__Sparams.csv,491.15378624712577,261.4441463728306,0.01655905612554675,30000000000.0,90000000000.0,5.56824759752593e-12,3.2544930189509505e-12,-11.29383114522441,-5.1855450875702305
