file_name,Q_port1,Q_port2,coupling_coefficient,bandwidth_13_Hz,bandwidth_23_Hz,group_delay_13_s,group_delay_23_s,min_insertion_loss_13_dB,min_insertion_loss_23_dB
device_0256__Sparams.csv,467.50564360695364,381.0772608387638,-0.6,80000000000.0,100000000000.0,3.4743698461382837e-12,2.6418891507628226e-12,-7.493904899387889,-3.5218251767706805
device_0257__Sparams.csv,404.871450131439,397.63990881892704,-0.6,100000000000.0,100000000000.0,3.5318534306768623e-12,2.3275059109778355e-12,-5.2358078485715485,-3.5218251767706805
device_0258__Sparams.csv,463.1243996570017,243.67816674643046,-0.17787510382716212,30000000000.0,100000000000.0,5.1824044776968976e-12,3.0112264393311358e-12,-11.545402799725437,-3.5218251767706805
device_0259__Sparams.csv,371.6238395862907,347.6796439534217,-0.4,90000000000.0,100000000000.0,3.876223078960727e-12,2.8389389648956255e-12,-6.899420827451559,-3.5218251767706805
device_0260__Sparams.csv,413.1130557308695,328.8284344944708,-0.6,60000000000.0,100000000000.0,3.5306831262329594e-12,2.7583856954711355e-12,-8.04925369363048,-3.5218251767706805
device_0261__Sparams.csv,386.626330759379,347.928059824814,-0.41616874621146643,80000000000.0,100000000000.0,3.88165573043814e-12,2.931115913733212e-12,-7.608021154302253,-3.5218251767706805
device_0262__Sparams.csv,479.14989493670424,266.26469409944536,-0.1766377708667642,20000000000.0,90000000000.0,4.435910192917292e-12,2.844136586147394e-12,-13.600078743702795,-3.5218251767706805
device_0263__Sparams.csv,422.02868116196487,249.63613579698594,-0.011903888615415626,60000000000.0,90000000000.0,4.6863119423415095e-12,3.764065635527981e-12,-8.015040042443758,-4.374208070814793
device_0264__Sparams.csv,474.54265274042973,249.2711792861816,-0.2033348486833016,20000000000.0,90000000000.0,5.008509024498282e-12,3.1267786870284256e-12,-12.385719615964446,-3.7104870328891932
device_0265__Sparams.csv,561.2410885870372,340.86323529262916,-5.138619668936251e-05,20000000000.0,80000000000.0,6.258351384019554e-12,3.6970545659652136e-12,-12.270995311183556,-9.732359546580048
device_0266__Sparams.csv,485.7623147880353,321.54481481066193,0.09329094364084778,100000000000.0,70000000000.0,7.241700405229552e-12,1.8510626570424315e-12,-10.327284974781676,-12.906847439727215
device_0267__Sparams.csv,447.9160288780263,309.74767512992867,-0.0992929510942762,30000000000.0,100000000000.0,4.4643075617498964e-12,2.4936447545841847e-12,-10.951250623318991,-3.5218251767706805
device_0268__Sparams.csv,426.79462552324975,268.60095604394155,-0.24313886240379126,80000000000.0,100000000000.0,4.6849375431733776e-12,3.497723447835066e-12,-7.620172994459818,-4.349787047295187
device_0269__Sparams.csv,470.3145722135748,251.45373951696868,-0.18506387187734605,30000000000.0,100000000000.0,5.22575469443756e-12,3.0337738813596143e-12,-11.633198047792064,-3.5218251767706805
device_0270__Sparams.csv,499.4294753894433,411.98058772858155,-0.8,100000000000.0,100000000000.0,3.1204614167123097e-12,2.281612205086039e-12,-6.340964122728231,-3.5218251767706805
device_0271__Sparams.csv,561.6846612477163,343.15303063770074,-0.008787218367706906,20000000000.0,80000000000.0,6.2865981554258565e-12,3.680308315086684e-12,-12.621360044748847,-10.302801569163222
device_0272__Sparams.csv,434.380373205256,435.4036232219802,-0.8,100000000000.0,100000000000.0,3.2447651436841054e-12,2.0874805994169284e-12,-4.648952845219092,-3.5218251767706805
device_0273__Sparams.csv,481.26203788877757,245.1112192648705,0.00813428394728503,20000000000.0,90000000000.0,4.792557602805462e-12,3.1017221478189625e-12,-12.952707192063285,-3.5218251767706805
device_0274__Sparams.csv,514.6818561639949,431.13984572942815,-0.8,100000000000.0,100000000000.0,3.119636616270829e-12,2.3193757267633707e-12,-6.3827249058642,-3.5218251767706805
device_0275__Sparams.csv,507.7290361780594,261.6703782332846,-0.01112924085499698,20000000000.0,90000000000.0,5.17713931914352e-12,3.2875219007299938e-12,-12.420525515131278,-4.175538209087725
device_0276__Sparams.csv,371.24305264897407,321.11430339448214,-0.4008807716596504,70000000000.0,100000000000.0,3.732237258821487e-12,2.7752673533495122e-12,-7.731118512651233,-3.5218251767706805
device_0277__Sparams.csv,559.415495614826,345.8280153835929,0.007719606701472581,20000000000.0,70000000000.0,6.004668234896464e-12,3.670712413448983e-12,-12.475083928965379,-7.856554710870976
device_0278__Sparams.csv,547.6780302935457,332.5009607070055,0.03652035979088787,20000000000.0,70000000000.0,6.302911417768476e-12,3.724093747350805e-12,-12.206912993780916,-9.005738606897086
device_0279__Sparams.csv,426.9799093623589,411.18632985024385,-0.8,100000000000.0,100000000000.0,3.172919722320256e-12,2.0588258290262015e-12,-5.250314604821052,-3.5218251767706805
device_0280__Sparams.csv,497.4727227445114,257.6581417846272,-0.015286026483785348,20000000000.0,90000000000.0,4.98026221387695e-12,3.223684380841137e-12,-12.48009021490168,-4.040039896336546
device_0281__Sparams.csv,434.7332248957823,390.3867571258541,-0.8003225603882769,100000000000.0,100000000000.0,3.0689002910593256e-12,2.005927587760268e-12,-5.47406261670371,-3.5218251767706805
device_0282__Sparams.csv,436.151998330378,389.9712273204675,-0.6,100000000000.0,100000000000.0,3.4963142003882067e-12,2.5006917766971098e-12,-6.063011667511464,-3.5218251767706805
device_0283__Sparams.csv,453.5898402830408,264.2106013623128,-0.1433800547144694,40000000000.0,100000000000.0,4.788489273180482e-12,2.642459886849189e-12,-11.094111743488346,-3.5218251767706805
device_0284__Sparams.csv,429.636526336383,270.57471723017375,-0.29634826174643764,50000000000.0,90000000000.0,4.723070787295545e-12,3.717572066661474e-12,-10.192561811567169,-4.273843741435821
device_0285__Sparams.csv,359.806774241272,330.4848752566158,-0.41992081420621263,90000000000.0,100000000000.0,4.1310424110291944e-12,2.9494510673905942e-12,-6.9951597675805175,-3.5218251767706805
device_0286__Sparams.csv,369.2776546177953,313.8102616628398,-0.424543905386339,90000000000.0,100000000000.0,4.227217265793527e-12,3.133547693761515e-12,-6.803855689125141,-3.552676496939176
device_0287__Sparams.csv,469.0737536664074,251.24255984406685,-0.10602899796162386,30000000000.0,100000000000.0,5.066415041248156e-12,2.8726595173434278e-12,-9.797144965455875,-3.5218251767706805
device_0288__Sparams.csv,417.8890382595041,294.13758933381143,-0.24527397870040019,70000000000.0,100000000000.0,4.3359388537274975e-12,3.3265320946501152e-12,-7.662032251165767,-4.011290248625111
device_0289__Sparams.csv,487.4378226647947,422.3020663511759,-0.8,100000000000.0,100000000000.0,3.015811605907246e-12,2.1735491590061007e-12,-5.764008174116384,-3.5218251767706805
device_0290__Sparams.csv,466.2247500412325,253.85999381466598,-0.09084959689168268,30000000000.0,90000000000.0,5.3559558045841975e-12,2.871961524906464e-12,-8.951479594124104,-3.979317878257984
device_0291__Sparams.csv,382.6748469021878,320.58893371621673,-0.6,80000000000.0,100000000000.0,3.547558695452233e-12,2.6287485643590986e-12,-7.042706385437713,-3.5218251767706805
device_0292__Sparams.csv,378.585651672438,368.1480226594772,0.15367553271292725,100000000000.0,70000000000.0,7.944789545959594e-12,2.2850129137657772e-12,-9.204484460226066,-9.838890024678665
device_0293__Sparams.csv,419.7203886955013,296.8868874832175,-0.21045749902312122,70000000000.0,100000000000.0,4.2496371981578805e-12,3.3303372094519963e-12,-7.429968428376153,-3.5218251767706805
device_0294__Sparams.csv,426.8407145473251,271.5420596177446,-0.21499333676689486,70000000000.0,100000000000.0,4.4502305214867624e-12,3.4316108595189827e-12,-7.276131336933255,-3.8508922006908524
device_0295__Sparams.csv,484.1485176579942,390.3558829743663,-1.0,100000000000.0,100000000000.0,2.8644487117987343e-12,2.0618096164806906e-12,-6.276881121681446,-3.5218251767706805
device_0296__Sparams.csv,469.56541725179363,253.5762744194065,-0.1391734082514024,30000000000.0,100000000000.0,5.102557659740601e-12,2.8959165656292243e-12,-10.266688619463347,-3.5218251767706805
device_0297__Sparams.csv,463.4793312854128,395.3582083749892,-1.0,100000000000.0,100000000000.0,2.785397931272875e-12,1.9655305674959564e-12,-5.592457917389072,-3.5218251767706805
device_0298__Sparams.csv,440.51380026474294,409.7377091572331,-0.8,100000000000.0,100000000000.0,3.2319692084987714e-12,2.1892381496531514e-12,-5.496407523425559,-3.5218251767706805
device_0299__Sparams.csv,414.4175037978298,237.4916888681305,-0.2,80000000000.0,100000000000.0,4.634634402440797e-12,3.549896208839478e-12,-7.011904860582003,-4.052564321394448
device_0300__Sparams.csv,558.5829774800671,355.8586755856849,-0.023491033166682097,20000000000.0,80000000000.0,6.0487791753266385e-12,3.667719010991926e-12,-11.837202173674859,-8.647690271064489
device_0301__Sparams.csv,458.5467921055325,311.2619383076511,-0.3146765107451171,60000000000.0,100000000000.0,4.538164478676706e-12,3.5105921689332877e-12,-11.290907655605892,-3.813290965779764
device_0302__Sparams.csv,361.7475688281172,333.9162637061803,-0.4,90000000000.0,100000000000.0,3.878437254044291e-12,2.8110236576104324e-12,-6.798409349992581,-3.5218251767706805
device_0303__Sparams.csv,543.2321844458538,329.87933007587435,0.0041538174676659986,20000000000.0,80000000000.0,5.8054906963339235e-12,3.495573431555911e-12,-11.542369301763047,-6.371154453506244
device_0304__Sparams.csv,439.61283715918,270.89824263443296,-0.12856374703321277,30000000000.0,100000000000.0,4.283677019609807e-12,2.6157964267696517e-12,-12.41369402427387,-3.5218251767706805
device_0305__Sparams.csv,469.03994061641424,242.44710901355046,-0.204025458884586,20000000000.0,90000000000.0,4.811829161974169e-12,3.070737688480813e-12,-12.92945875654479,-3.5218251767706805
device_0306__Sparams.csv,473.5688703403495,386.0608968976858,-0.6,80000000000.0,100000000000.0,3.3297708383957012e-12,2.5173572882449195e-12,-7.4441334833329815,-3.5218251767706805
device_0307__Sparams.csv,559.1376534578292,358.63169312491914,0.031717958526945686,20000000000.0,80000000000.0,6.012490819115211e-12,3.551706648495998e-12,-11.14300980394502,-7.881189758909067
device_0308__Sparams.csv,362.1178608430843,311.3924119821679,-0.41638012160843463,70000000000.0,100000000000.0,4.002545072039337e-12,2.9961833884164085e-12,-7.622130233730731,-3.5218251767706805
device_0309__Sparams.csv,465.2057410142769,332.15250265877376,0.10832153527029176,100000000000.0,70000000000.0,7.165907812265738e-12,2.5917036887830872e-12,-9.455946139947034,-11.26551411642729
device_0310__Sparams.csv,444.3454716795946,409.4270906110064,-0.6,100000000000.0,100000000000.0,3.461006501080722e-12,2.4492002641308858e-12,-5.916437663276215,-3.5218251767706805
device_0311__Sparams.csv,360.49941598329076,325.8032072122642,-0.40052482292623237,90000000000.0,100000000000.0,3.813470542986301e-12,2.7821454786881706e-12,-6.817133465398896,-3.5218251767706805
device_0312__Sparams.csv,455.6805225334407,288.93521034718697,-0.2387086019747422,50000000000.0,100000000000.0,4.1582250905536884e-12,3.4209364584420972e-12,-8.845903674641209,-3.5218251767706805
device_0313__Sparams.csv,378.2202074617569,298.4416462157618,-0.2228741095327389,90000000000.0,100000000000.0,4.372803626189744e-12,3.2112202608400144e-12,-6.925693678238868,-3.5218251767706805
device_0314__Sparams.csv,362.1623748844755,350.90279776133616,-0.41322409532369503,100000000000.0,100000000000.0,4.106279519076794e-12,2.8757887329625875e-12,-6.334195453859943,-3.5218251767706805
device_0315__Sparams.csv,416.76003704177856,260.2820728541613,-0.21366905249745166,70000000000.0,90000000000.0,4.866316146751287e-12,3.718632723798144e-12,-7.3868259455539,-5.112195714130731
device_0316__Sparams.csv,477.58337825400656,265.1536537426492,-0.16394653161345635,20000000000.0,90000000000.0,4.4153688513543335e-12,2.821596360789292e-12,-12.873015233487312,-3.5218251767706805
device_0317__Sparams.csv,487.87853047002284,420.21714128032437,-0.8,100000000000.0,100000000000.0,3.03680953167329e-12,2.1867280189539467e-12,-5.8399438355302795,-3.5218251767706805
device_0318__Sparams.csv,357.3848434880624,328.51686820791804,-0.4007303915781607,90000000000.0,100000000000.0,3.890462709832164e-12,2.740450430359999e-12,-6.707239903088645,-3.5218251767706805
device_0319__Sparams.csv,562.3665484028651,363.7847081327708,-0.0035479042811231154,20000000000.0,70000000000.0,5.842812907838917e-12,3.629556410182806e-12,-12.40839138597095,-7.267438828482236
device_0320__Sparams.csv,423.0338894345741,386.02535910035334,-0.8,100000000000.0,100000000000.0,3.2367552275151458e-12,2.1223940219491654e-12,-5.652632078870034,-3.5218251767706805
device_0321__Sparams.csv,357.5664924500169,310.40631238575634,-0.4007771130464505,90000000000.0,100000000000.0,3.700807724850117e-12,2.6905738840776563e-12,-6.898178905310477,-3.5218251767706805
device_0322__Sparams.csv,510.57982288402803,410.69713140836063,-0.7999518938462726,80000000000.0,100000000000.0,3.214271787127107e-12,2.460997640327146e-12,-7.1743072904516,-3.5218251767706805
device_0323__Sparams.csv,435.8201059572215,281.7168260872556,-0.3040574850858898,30000000000.0,100000000000.0,4.2307281696140185e-12,2.5830779898869544e-12,-11.528854415217538,-3.5218251767706805
device_0324__Sparams.csv,461.4850102503775,411.2280284812995,-0.6,100000000000.0,100000000000.0,3.377389008883478e-12,2.4140974775454207e-12,-5.943757607138406,-3.5218251767706805
device_0325__Sparams.csv,525.1543925384708,289.1849094274652,-0.006392217275655532,20000000000.0,80000000000.0,5.296086495255643e-12,3.3543662613810357e-12,-12.228687354885388,-4.7148574876582945
device_0326__Sparams.csv,465.93533250540827,266.00724683445856,-0.11233841959834368,40000000000.0,100000000000.0,5.033528228896122e-12,2.750616157215329e-12,-10.153569876492426,-3.5218251767706805
device_0327__Sparams.csv,403.221421395944,311.24139690465165,-0.4222916115075737,60000000000.0,100000000000.0,3.917796835358378e-12,3.118000268998461e-12,-8.336985419134685,-3.5218251767706805
device_0328__Sparams.csv,409.47999404777977,290.21350784660024,-0.28577302943108557,30000000000.0,100000000000.0,4.399724442177677e-12,2.451166050143509e-12,-10.408046471747298,-3.5218251767706805
device_0329__Sparams.csv,462.589587589759,394.1315721093142,-1.0,100000000000.0,100000000000.0,2.8084602840893987e-12,1.9434098600398845e-12,-5.621707411262271,-3.5218251767706805
device_0330__Sparams.csv,350.50900962432036,323.72949840182036,-0.4005682241157159,100000000000.0,100000000000.0,3.798180591120003e-12,2.6557456507319807e-12,-6.179773882423555,-3.5218251767706805
device_0331__Sparams.csv,514.6873909710353,335.68696725486586,0.10342316607707218,100000000000.0,80000000000.0,6.4581101915155616e-12,3.2058913746932906e-12,-9.69045344011496,-9.047399193624756
device_0332__Sparams.csv,559.5363533033603,362.0088566628304,0.03565874101246845,20000000000.0,80000000000.0,5.9877522668701764e-12,3.536410609760703e-12,-10.942728201357959,-8.055244290109817
device_0333__Sparams.csv,504.4430774011474,261.2399394872888,0.042822888382142335,20000000000.0,90000000000.0,4.97823393764119e-12,3.197870648879912e-12,-12.10811801885268,-3.5218251767706805
device_0334__Sparams.csv,470.32520161658897,254.23705743201592,-0.12083028167948959,30000000000.0,100000000000.0,5.097724872024071e-12,2.9029061335974507e-12,-9.88233559397143,-3.5218251767706805
device_0335__Sparams.csv,484.78914240307154,366.28047794597296,0.0970141177956195,100000000000.0,70000000000.0,7.2128642978455015e-12,2.421031102317343e-12,-8.915583526843921,-12.228426918603546
device_0336__Sparams.csv,477.2441272790777,396.2134564782099,-1.0,100000000000.0,100000000000.0,2.798382840345048e-12,2.049097934738201e-12,-6.204993969516691,-3.5218251767706805
device_0337__Sparams.csv,439.6897795304687,304.1473419181249,-0.08845711115884805,30000000000.0,100000000000.0,4.488510398547187e-12,2.488491627221458e-12,-10.462691764513597,-3.5218251767706805
device_0338__Sparams.csv,397.93875978677545,333.7626568415451,-0.40973319296917887,70000000000.0,100000000000.0,3.816362645885088e-12,2.953395803011844e-12,-7.953604373716612,-3.5218251767706805
device_0339__Sparams.csv,370.6653431341662,365.61899212717003,0.16498337686316805,100000000000.0,70000000000.0,8.027994696861965e-12,2.3806715509587907e-12,-9.024491261875378,-9.735450943085839
device_0340__Sparams.csv,517.2216437628188,322.5391157888375,-0.10454589054610422,100000000000.0,70000000000.0,6.60635546631076e-12,3.3851180623352506e-12,-11.348861454658937,-9.802182175019547
device_0341__Sparams.csv,416.73601784439916,325.981110000052,-0.40035198315828674,60000000000.0,100000000000.0,3.5690998318871313e-12,2.8235697798807095e-12,-8.508802664272936,-3.5218251767706805
device_0342__Sparams.csv,535.1608194666567,305.5668805108129,0.05366677790328742,20000000000.0,90000000000.0,5.510214087301126e-12,3.353557745577897e-12,-10.812011241534101,-5.298187409383601
device_0343__Sparams.csv,359.867030070846,323.45049317112466,-0.4,100000000000.0,100000000000.0,4.0609932678759844e-12,2.9743057432242817e-12,-6.202962851025752,-3.5218251767706805
device_0344__Sparams.csv,489.77904204389944,319.7701651138333,0.119075752623191,100000000000.0,80000000000.0,6.812135436038228e-12,3.0414011851996348e-12,-10.08418114756858,-9.79875040663358
device_0345__Sparams.csv,444.4855410480409,347.2787532806839,0.1276182356852246,100000000000.0,70000000000.0,7.362831364513232e-12,2.374763121260654e-12,-8.969489363892315,-10.698297404109976
device_0346__Sparams.csv,465.1381004697883,394.7912686128571,-1.0,100000000000.0,100000000000.0,2.7623321778456706e-12,1.9522883558439307e-12,-5.968594572886979,-3.5218251767706805
device_0347__Sparams.csv,466.42235082192684,289.620370870713,-0.15299822051579945,30000000000.0,90000000000.0,4.3889287729762155e-12,2.659596657983262e-12,-12.922589851276324,-3.5218251767706805
device_0348__Sparams.csv,463.0049787170893,242.04719127494812,0.0787769177929774,30000000000.0,90000000000.0,5.322504330807464e-12,3.0113606422000768e-12,-11.236291074673655,-3.676983903770398
device_0349__Sparams.csv,436.1001027479216,282.6429659150069,-0.2739979956309414,60000000000.0,100000000000.0,4.49228703563377e-12,3.488024227537379e-12,-8.931334236968128,-4.107062759119248
device_0350__Sparams.csv,464.21634246971496,386.4822442530417,-1.0,100000000000.0,100000000000.0,2.8870617997234578e-12,2.0427852252818506e-12,-5.762448402155677,-3.5218251767706805
device_0351__Sparams.csv,564.7063101880528,323.7069624057268,-0.017506239114679845,20000000000.0,80000000000.0,5.106847259952885e-12,3.5058762446392414e-12,-14.132971780160016,-4.079778674902103
device_0352__Sparams.csv,397.522135981284,326.4115358292821,-0.41242478876751976,60000000000.0,100000000000.0,3.841029005752827e-12,3.003583371777424e-12,-8.147474656649106,-3.5218251767706805
device_0353__Sparams.csv,439.52336300902004,288.5882059844264,-0.2840707382356539,60000000000.0,100000000000.0,4.226029219040192e-12,3.3240221485395915e-12,-10.138109197628197,-3.5218251767706805
device_0354__Sparams.csv,405.0796682191116,353.22551448206457,-0.4201078947496736,80000000000.0,100000000000.0,3.908434667972381e-12,2.980506715392447e-12,-7.667641784526724,-3.5218251767706805
device_0355__Sparams.csv,420.5244378334636,327.6906430643919,-0.4365599157589095,60000000000.0,100000000000.0,3.891837693221765e-12,3.0480947836286426e-12,-9.325648245358705,-3.5218251767706805
device_0356__Sparams.csv,362.0398162532033,306.0115590160482,-0.20383267780113012,90000000000.0,100000000000.0,4.139073225103063e-12,3.0659402730361257e-12,-6.742357178601939,-3.5218251767706805
device_0357__Sparams.csv,495.3300841619107,431.8763999148199,-0.8,100000000000.0,100000000000.0,3.2218226711231697e-12,2.3580577614025216e-12,-6.071080792425851,-3.5218251767706805
device_0358__Sparams.csv,570.5946109109301,368.9107353511906,0.0024270520819771766,20000000000.0,80000000000.0,5.757620676771271e-12,3.6902209317555555e-12,-12.573935908309387,-6.877437976959268
device_0359__Sparams.csv,457.2285222406679,381.9615516768711,-0.6,90000000000.0,100000000000.0,3.3544140131726723e-12,2.5058859698217593e-12,-6.73892547697358,-3.5218251767706805
device_0360__Sparams.csv,433.1479938872993,360.4669380427742,-0.6,80000000000.0,100000000000.0,3.5216720278091916e-12,2.644379301370486e-12,-7.21684443411182,-3.5218251767706805
device_0361__Sparams.csv,412.146230402853,288.8009987886386,-0.29847380540266527,40000000000.0,100000000000.0,4.414266110079719e-12,2.433984329908383e-12,-11.536442051326972,-3.5218251767706805
device_0362__Sparams.csv,419.13039323937255,382.09867726319743,-0.6,100000000000.0,100000000000.0,3.4835995836066947e-12,2.401864358395788e-12,-6.108559262578835,-3.5218251767706805
device_0363__Sparams.csv,553.6013239246729,364.47118742782436,0.0020606670182244822,100000000000.0,70000000000.0,6.536274167020269e-12,3.3886350724257937e-12,-11.669238733488092,-12.493999408830046
device_0364__Sparams.csv,442.42630064292985,283.079790808714,-0.25127396935725094,50000000000.0,100000000000.0,4.224862339675733e-12,3.3748613209239334e-12,-8.943719241318385,-3.5218251767706805
device_0365__Sparams.csv,547.532065125917,340.3357676081996,-0.031414933408587795,20000000000.0,90000000000.0,5.566870406214295e-12,3.4546974635897062e-12,-11.97649288257503,-5.546914605186609
device_0366__Sparams.csv,417.94821456487614,257.7430889088748,-0.11000934814355981,30000000000.0,100000000000.0,4.408283630362744e-12,2.601386955285459e-12,-10.853222461394598,-3.5218251767706805
device_0367__Sparams.csv,380.87658268407165,341.4416223501691,-0.6,100000000000.0,100000000000.0,3.652766566495495e-12,2.5947242818952178e-12,-6.188415756010418,-3.5218251767706805
device_0368__Sparams.csv,456.6503857966466,429.0400447374087,-0.8,100000000000.0,100000000000.0,3.202545650786776e-12,2.2135751085333135e-12,-5.529739408002969,-3.5218251767706805
device_0369__Sparams.csv,418.60804271490036,389.03287234307277,-0.6,100000000000.0,100000000000.0,3.5081011455210604e-12,2.4321629331993754e-12,-5.642069944271935,-3.5218251767706805
device_0370__Sparams.csv,504.1480555777329,267.7061342912298,0.06821604332797622,20000000000.0,80000000000.0,5.291378523888766e-12,3.2187833368357696e-12,-11.301748672089664,-4.020659537088419
device_0371__Sparams.csv,436.0657821632907,394.5003399688625,-0.8,100000000000.0,100000000000.0,3.1892196079502516e-12,2.153055372663493e-12,-5.81416230680583,-3.5218251767706805
device_0372__Sparams.csv,479.84214458532955,258.1047363809353,-0.1572471943254981,30000000000.0,100000000000.0,4.809955537271818e-12,2.862701099131283e-12,-11.336349175937626,-3.5218251767706805
device_0373__Sparams.csv,514.6288747866986,276.0959672393828,-0.01359625743332934,20000000000.0,80000000000.0,5.1484233461150355e-12,3.2835062050802996e-12,-12.697715104840286,-3.887941389747951
device_0374__Sparams.csv,473.30410739428464,255.83689928914126,0.04082250690256722,30000000000.0,90000000000.0,5.8022593723608076e-12,3.2257379292955477e-12,-9.871594293980692,-6.109676547978891
device_0375__Sparams.csv,565.7525119192968,364.81884076278936,-0.0035430147933700916,20000000000.0,80000000000.0,6.4272149935309755e-12,3.6066093872060328e-12,-12.01430132922759,-11.33970137873245
device_0376__Sparams.csv,486.80372180852225,257.1033252793343,-0.19292275367980594,20000000000.0,90000000000.0,4.668880745526204e-12,3.0321829903265834e-12,-12.485934323858267,-3.5218251767706805
device_0377__Sparams.csv,438.13254905684664,324.4062939944988,0.13718775639937775,100000000000.0,70000000000.0,7.254627340700002e-12,2.3072444067569887e-12,-8.519759960056309,-10.668321835817583
device_0378__Sparams.csv,462.4499462105965,282.6521554928629,-0.2674254753303778,50000000000.0,100000000000.0,4.159797235580168e-12,3.4197787051227415e-12,-9.84960070493128,-3.5218251767706805
device_0379__Sparams.csv,364.8425822891568,337.15260614870124,-0.4000724572293931,100000000000.0,100000000000.0,3.834676288655534e-12,2.7783032893246803e-12,-6.397105760736515,-3.5218251767706805
device_0380__Sparams.csv,367.3944391308696,334.3975605491932,-0.6,100000000000.0,100000000000.0,3.651298201698446e-12,2.5041115818136717e-12,-5.7987545549717705,-3.5218251767706805
device_0381__Sparams.csv,538.6664412489495,293.8619556501685,0.02235292290465075,20000000000.0,80000000000.0,5.3276280707595726e-12,3.381618183061352e-12,-11.955914560292522,-4.520050651925532
device_0382__Sparams.csv,430.13835481150346,298.8432384969728,-0.0942520834015381,40000000000.0,100000000000.0,4.5096072643627855e-12,2.4785040778387634e-12,-10.623758998770471,-3.5218251767706805
device_0383__Sparams.csv,469.9496774179944,274.5857699904208,-0.15709850993052887,20000000000.0,90000000000.0,4.39346129975101e-12,2.7339557686433312e-12,-12.65913789631501,-3.5218251767706805
device_0384__Sparams.csv,353.56462496347876,319.98825628340126,-0.4012242796392565,90000000000.0,100000000000.0,3.7809030557441085e-12,2.7518291199282635e-12,-6.890745078375455,-3.5218251767706805
device_0385__Sparams.csv,467.75972287740467,274.05818051555525,-0.09863744350801945,40000000000.0,100000000000.0,4.94077327452425e-12,2.705468113014103e-12,-10.443109461557214,-3.5218251767706805
device_0386__Sparams.csv,469.4264035927272,258.3461937884883,-0.12645393543650502,30000000000.0,100000000000.0,4.707957349635127e-12,2.740542387614017e-12,-10.487735659283452,-3.5218251767706805
device_0387__Sparams.csv,529.2850307527222,272.78196283519463,0.004931948422706589,20000000000.0,80000000000.0,5.0150808661972455e-12,3.2929089061691475e-12,-12.295106807686295,-3.950446309425693
device_0388__Sparams.csv,482.6758303554442,337.17647288881915,0.10536544583568035,100000000000.0,80000000000.0,6.627305693199791e-12,2.949136752782624e-12,-8.15449757648696,-10.320063578199507
device_0389__Sparams.csv,363.9343435565322,338.38060493875116,-0.40012598213360756,100000000000.0,100000000000.0,3.8544516181741865e-12,2.767549209164956e-12,-6.499218517573726,-3.5218251767706805
device_0390__Sparams.csv,420.7852453859133,307.24579063919225,-0.08247839147483657,40000000000.0,100000000000.0,4.379055907962424e-12,2.4041964770316567e-12,-10.444809026991193,-3.5218251767706805
device_0391__Sparams.csv,452.86173450339095,324.9645648311179,0.13401750822951639,100000000000.0,70000000000.0,7.108860634169628e-12,2.5387587646921317e-12,-8.944195869388217,-10.631201397105182
device_0392__Sparams.csv,410.6751759997314,369.1245634641713,-0.6,100000000000.0,100000000000.0,3.53683549213442e-12,2.4725910615921336e-12,-5.768861502470111,-3.5218251767706805
device_0393__Sparams.csv,560.4881469334102,356.572249098682,0.04594173894627077,100000000000.0,80000000000.0,6.115736115697088e-12,3.535064397917739e-12,-11.08131433473763,-8.196684771580173
device_0394__Sparams.csv,407.5970393639632,312.9195230754081,-0.43852835959543823,70000000000.0,100000000000.0,4.121095301204102e-12,3.1976329240585247e-12,-8.21513342081738,-3.5218251767706805
device_0395__Sparams.csv,440.1533676447398,391.2644590844727,0.1294899974548384,100000000000.0,70000000000.0,7.667795254213359e-12,2.2543062954900685e-12,-9.558026986968258,-10.205674384358334
device_0396__Sparams.csv,501.273579851767,374.09426481720567,0.08303627324281947,100000000000.0,70000000000.0,7.181436810501463e-12,2.573718293865213e-12,-9.921235870288022,-12.026559180798104
device_0397__Sparams.csv,426.7266595111415,318.5914533336865,-0.0591487578425958,100000000000.0,70000000000.0,7.347506774287972e-12,2.2984980911076223e-12,-9.139844227681904,-10.598980185235853
device_0398__Sparams.csv,465.1899440269814,257.78501179781387,0.13451433448642466,30000000000.0,90000000000.0,5.661011528838667e-12,3.0762187819613486e-12,-9.76779008838411,-4.94840948599464
device_0399__Sparams.csv,434.8270544833023,320.5951789446259,-0.27788173479409095,30000000000.0,100000000000.0,4.0477014507787375e-12,2.4212746415033442e-12,-11.447476583552085,-3.5218251767706805
device_0400__Sparams.csv,472.7784926240388,262.3712396681373,-0.15188561449488053,30000000000.0,90000000000.0,4.5414966237363476e-12,2.782389267515575e-12,-11.896061078893222,-3.5218251767706805
device_0401__Sparams.csv,560.7162765510199,363.2564656865377,-0.015998233506615243,20000000000.0,80000000000.0,6.424281117171008e-12,3.675280369548812e-12,-12.542927277467912,-11.70383804896341
device_0402__Sparams.csv,480.79953036483846,253.69395647285927,-0.00591628954100179,20000000000.0,90000000000.0,5.165195998072312e-12,3.214574125906743e-12,-11.889146999054699,-4.408364749810103
device_0403__Sparams.csv,505.96844796647656,406.9591107747544,-0.8,90000000000.0,100000000000.0,3.065297390778149e-12,2.2721988874111194e-12,-6.732470598237671,-3.5218251767706805
device_0404__Sparams.csv,476.29768978853446,256.7182149534665,-0.16074727258632243,30000000000.0,100000000000.0,4.861787723491372e-12,2.8746740594905782e-12,-11.318815329140104,-3.5218251767706805
